job_id,title,company,location,experience,salary,skills,description
1072,Database Administrator,Cognizant,"London, UK",1-3 years,$242K,"postgresql, backup, mongodb, oracle, linux, sql, docker, problem solving","We are hiring a Database Administrator at Cognizant (London, UK). Experience: 1-3 years. Required skills: postgresql, backup, mongodb, oracle, linux, sql, docker, problem solving. Responsibilities include designing, building and deploying production systems using postgresql, backup, mongodb, oracle. Strong problem solving, communication and ownership expected."
1073,Backend Developer,Flipkart,Singapore,1-3 years,$131K,"postgresql, flask, rest api, python, docker, aws, django, redis, fastapi, scrum, agile","We are hiring a Backend Developer at Flipkart (Singapore). Experience: 1-3 years. Required skills: postgresql, flask, rest api, python, docker, aws, django, redis, fastapi, scrum, agile. Responsibilities include designing, building and deploying production systems using postgresql, flask, rest api, python. Strong problem solving, communication and ownership expected."
1074,Data Engineer,Netflix,Delhi NCR,1-3 years,49 LPA,"sql, aws, dbt, kafka, hadoop, spark, pyspark, airflow, etl, leadership, agile, communication","We are hiring a Data Engineer at Netflix (Delhi NCR). Experience: 1-3 years. Required skills: sql, aws, dbt, kafka, hadoop, spark, pyspark, airflow, etl, leadership, agile, communication. Responsibilities include designing, building and deploying production systems using sql, aws, dbt, kafka. Strong problem solving, communication and ownership expected."
1075,SRE,OpenAI,"London, UK",0-1 years,$139K,"terraform, kubernetes, grafana, incident response, prometheus, python, aws, linux, problem solving","We are hiring a SRE at OpenAI (London, UK). Experience: 0-1 years. Required skills: terraform, kubernetes, grafana, incident response, prometheus, python, aws, linux, problem solving. Responsibilities include designing, building and deploying production systems using terraform, kubernetes, grafana, incident response. Strong problem solving, communication and ownership expected."
1076,MLOps Engineer,SAP,Singapore,0-1 years,$115K,"terraform, python, aws, mlflow, docker, agile, leadership","We are hiring a MLOps Engineer at SAP (Singapore). Experience: 0-1 years. Required skills: terraform, python, aws, mlflow, docker, agile, leadership. Responsibilities include designing, building and deploying production systems using terraform, python, aws, mlflow. Strong problem solving, communication and ownership expected."
1077,Machine Learning Engineer,Paytm,Singapore,5-8 years,$119K,"docker, sagemaker, tensorflow, python, airflow, scrum, linux, communication","We are hiring a Machine Learning Engineer at Paytm (Singapore). Experience: 5-8 years. Required skills: docker, sagemaker, tensorflow, python, airflow, scrum, linux, communication. Responsibilities include designing, building and deploying production systems using docker, sagemaker, tensorflow, python. Strong problem solving, communication and ownership expected."
1078,iOS Developer,Zoho,Noida,2-4 years,12 LPA,"objective-c, rest api, ios, swift, xcode, docker","We are hiring a iOS Developer at Zoho (Noida). Experience: 2-4 years. Required skills: objective-c, rest api, ios, swift, xcode, docker. Responsibilities include designing, building and deploying production systems using objective-c, rest api, ios, swift. Strong problem solving, communication and ownership expected."
1079,LLM Engineer,Anthropic,Bangalore,0-1 years,56 LPA,"huggingface, openai, python, langchain, rag, llm, pinecone, agile, communication","We are hiring a LLM Engineer at Anthropic (Bangalore). Experience: 0-1 years. Required skills: huggingface, openai, python, langchain, rag, llm, pinecone, agile, communication. Responsibilities include designing, building and deploying production systems using huggingface, openai, python, langchain. Strong problem solving, communication and ownership expected."
1080,Cloud Engineer,Cognizant,"New York, USA",1-3 years,$232K,"gcp, linux, kubernetes, azure, aws, ci/cd, communication","We are hiring a Cloud Engineer at Cognizant (New York, USA). Experience: 1-3 years. Required skills: gcp, linux, kubernetes, azure, aws, ci/cd, communication. Responsibilities include designing, building and deploying production systems using gcp, linux, kubernetes, azure. Strong problem solving, communication and ownership expected."
1081,Data Scientist,Zomato,Noida,5-8 years,26 LPA,"numpy, matplotlib, machine learning, deep learning, pandas, python, nlp, git","We are hiring a Data Scientist at Zomato (Noida). Experience: 5-8 years. Required skills: numpy, matplotlib, machine learning, deep learning, pandas, python, nlp, git. Responsibilities include designing, building and deploying production systems using numpy, matplotlib, machine learning, deep learning. Strong problem solving, communication and ownership expected."
1082,Data Scientist,Adobe,"Toronto, Canada",2-4 years,$211K,"machine learning, python, numpy, sql, scikit-learn, matplotlib, agile","We are hiring a Data Scientist at Adobe (Toronto, Canada). Experience: 2-4 years. Required skills: machine learning, python, numpy, sql, scikit-learn, matplotlib, agile. Responsibilities include designing, building and deploying production systems using machine learning, python, numpy, sql. Strong problem solving, communication and ownership expected."
1083,Security Engineer,Anthropic,Bangalore,0-1 years,36 LPA,"penetration testing, aws, python, networking, linux, problem solving, communication","We are hiring a Security Engineer at Anthropic (Bangalore). Experience: 0-1 years. Required skills: penetration testing, aws, python, networking, linux, problem solving, communication. Responsibilities include designing, building and deploying production systems using penetration testing, aws, python, networking. Strong problem solving, communication and ownership expected."
1084,Android Developer,Intel,Delhi NCR,0-1 years,14 LPA,"firebase, kotlin, jetpack compose, android, java, rest api, leadership","We are hiring a Android Developer at Intel (Delhi NCR). Experience: 0-1 years. Required skills: firebase, kotlin, jetpack compose, android, java, rest api, leadership. Responsibilities include designing, building and deploying production systems using firebase, kotlin, jetpack compose, android. Strong problem solving, communication and ownership expected."
1085,Full Stack Developer,Anthropic,Remote,3-5 years,34 LPA,"aws, mongodb, typescript, node.js, express, docker, react, agile","We are hiring a Full Stack Developer at Anthropic (Remote). Experience: 3-5 years. Required skills: aws, mongodb, typescript, node.js, express, docker, react, agile. Responsibilities include designing, building and deploying production systems using aws, mongodb, typescript, node.js. Strong problem solving, communication and ownership expected."
1086,Frontend Developer,Paytm,Delhi NCR,8+ years,36 LPA,"css, tailwind, next.js, redux, html, react, javascript, typescript, leadership, problem solving","We are hiring a Frontend Developer at Paytm (Delhi NCR). Experience: 8+ years. Required skills: css, tailwind, next.js, redux, html, react, javascript, typescript, leadership, problem solving. Responsibilities include designing, building and deploying production systems using css, tailwind, next.js, redux. Strong problem solving, communication and ownership expected."
1087,NLP Engineer,Meta,"New York, USA",8+ years,$111K,"nlp, rag, spacy, python, pytorch, leadership, scrum, problem solving","We are hiring a NLP Engineer at Meta (New York, USA). Experience: 8+ years. Required skills: nlp, rag, spacy, python, pytorch, leadership, scrum, problem solving. Responsibilities include designing, building and deploying production systems using nlp, rag, spacy, python. Strong problem solving, communication and ownership expected."
1088,iOS Developer,Accenture,Delhi NCR,8+ years,36 LPA,"objective-c, swift, ios, xcode, rest api, aws","We are hiring a iOS Developer at Accenture (Delhi NCR). Experience: 8+ years. Required skills: objective-c, swift, ios, xcode, rest api, aws. Responsibilities include designing, building and deploying production systems using objective-c, swift, ios, xcode. Strong problem solving, communication and ownership expected."
1089,Frontend Developer,Snowflake,Bangalore,5-8 years,48 LPA,"css, tailwind, html, react, javascript, communication, linux","We are hiring a Frontend Developer at Snowflake (Bangalore). Experience: 5-8 years. Required skills: css, tailwind, html, react, javascript, communication, linux. Responsibilities include designing, building and deploying production systems using css, tailwind, html, react. Strong problem solving, communication and ownership expected."
1090,Database Administrator,Shopify,"Berlin, Germany",0-1 years,$116K,"postgresql, mysql, oracle, sql, backup, mongodb, scrum","We are hiring a Database Administrator at Shopify (Berlin, Germany). Experience: 0-1 years. Required skills: postgresql, mysql, oracle, sql, backup, mongodb, scrum. Responsibilities include designing, building and deploying production systems using postgresql, mysql, oracle, sql. Strong problem solving, communication and ownership expected."
